# yr;18*Math.pow(10,-2)-99*Math.pow(10,+3)*87*Math.pow(10,-9)/55*Math.pow(10,+5)+getVariable(7,k)*getVariable(7,k)/getVariable(7,k)*42*Math.pow(10,-2)+79*Math.pow(10,-3)-getVariable(4,k)+getVariable(9,k)*getVariable(6,k)/getVariable(1,k)*12*Math.pow(10,-4)*getVariable(6,k)+getVariable(4,k)-79*Math.pow(10,-1)/getVariable(8,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(8,k)*getVariable(1,k)*getVariable(2,k)/42*Math.pow(10,-4)/getVariable(5,k)*getVariable(6,k)*getVariable(7,k)/35*Math.pow(10,-1)*getVariable(6,k)+1*Math.pow(10,+2)/getVariable(9,k)*getVariable(6,k)/getVariable(1,k)/48*Math.pow(10,-2)*getVariable(6,k)*getVariable(6,k)-getVariable(3,k)/getVariable(9,k)*getVariable(2,k)/getVariable(6,k);95*Math.pow(10,-2)*getVariable(7,k)-getVariable(5,k)-getVariable(4,k)+getVariable(8,k)*getVariable(8,k)*getVariable(2,k)/getVariable(7,k)/getVariable(7,k)*getVariable(6,k)-getVariable(1,k)/getVariable(5,k)/getVariable(4,k)/getVariable(4,k)/getVariable(3,k)*getVariable(1,k)/95*Math.pow(10,+5)*getVariable(8,k)+1*Math.pow(10,+1)/getVariable(3,k)*getVariable(9,k)*getVariable(5,k)/getVariable(7,k)*10*Math.pow(10,+1)/getVariable(9,k)-getVariable(3,k)/getVariable(5,k)*getVariable(2,k)/getVariable(1,k)/getVariable(8,k)/getVariable(6,k)*getVariable(1,k)/getVariable(4,k)*getVariable(7,k)+getVariable(5,k)/getVariable(7,k)*getVariable(6,k)/6*Math.pow(10,+2)/getVariable(1,k)-1*Math.pow(10,-3)*getVariable(7,k)/getVariable(4,k)/getVariable(8,k)*getVariable(7,k)/48*Math.pow(10,+1)*getVariable(8,k)/getVariable(8,k)*getVariable(7,k)+34*Math.pow(10,-3)-getVariable(8,k)*getVariable(5,k)/getVariable(4,k)+94*Math.pow(10,-2)+90*Math.pow(10,-2)+getVariable(5,k)/60*Math.pow(10,+1)*getVariable(5,k)/getVariable(7,k)*getVariable(5,k)/getVariable(7,k)*getVariable(6,k)/getVariable(7,k)*getVariable(8,k)*1*Math.pow(10,+3)/getVariable(2,k)-getVariable(7,k)/getVariable(3,k)/getVariable(3,k)*25*Math.pow(10,+2)/getVariable(2,k)/getVariable(4,k)*getVariable(7,k)-4*Math.pow(10,+8)/getVariable(6,k)/getVariable(6,k)/getVariable(4,k)/getVariable(5,k)/getVariable(4,k)/getVariable(6,k)*getVariable(2,k)+getVariable(6,k)/getVariable(5,k)/getVariable(9,k)/getVariable(8,k)/getVariable(5,k)*getVariable(6,k)/getVariable(3,k)*getVariable(6,k)/getVariable(5,k)*getVariable(6,k)/getVariable(8,k);getVariable(8,k)+getVariable(5,k)-getVariable(1,k)/getVariable(3,k)+getVariable(8,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(2,k)/getVariable(6,k)*1*Math.pow(10,-9)*getVariable(5,k)/16*Math.pow(10,+8)*getVariable(5,k)+getVariable(7,k)*2*Math.pow(10,-2)*getVariable(8,k)+getVariable(6,k)/26*Math.pow(10,+2)/getVariable(5,k)-getVariable(3,k)/getVariable(6,k)/getVariable(1,k)*getVariable(2,k)/getVariable(7,k)*getVariable(2,k)+getVariable(3,k)-getVariable(1,k)/getVariable(3,k)-68*Math.pow(10,-3)+16*Math.pow(10,-2)-getVariable(3,k)*95*Math.pow(10,-2)-getVariable(8,k)-getVariable(2,k)*getVariable(2,k)*getVariable(2,k)*getVariable(2,k)/getVariable(6,k)/getVariable(7,k)/getVariable(7,k)/getVariable(2,k);1*Math.pow(10,-9)-getVariable(1,k)*99*Math.pow(10,+3)/35*Math.pow(10,-4)-getVariable(3,k)-getVariable(5,k)+getVariable(7,k)+getVariable(3,k)*79*Math.pow(10,-2)/getVariable(7,k)*getVariable(6,k)-getVariable(2,k)/getVariable(5,k)/getVariable(8,k)+getVariable(8,k)/getVariable(8,k)+10*Math.pow(10,-5)*getVariable(4,k)*getVariable(5,k)*getVariable(3,k)/91*Math.pow(10,+4)/getVariable(1,k)/getVariable(4,k)*getVariable(5,k)-getVariable(7,k)/getVariable(3,k)*getVariable(7,k)/getVariable(5,k)+getVariable(8,k)-86*Math.pow(10,-1)/getVariable(5,k)*getVariable(2,k)/getVariable(5,k)/getVariable(8,k)*72*Math.pow(10,+1)/getVariable(2,k)-getVariable(7,k)/getVariable(8,k)/getVariable(5,k)+getVariable(6,k)/getVariable(5,k)/getVariable(8,k)+getVariable(5,k)*getVariable(2,k)*getVariable(6,k)/getVariable(3,k)/getVariable(7,k)/getVariable(4,k);4*Math.pow(10,+4)/getVariable(2,k)/getVariable(1,k)*54*Math.pow(10,-2)-getVariable(3,k)*85*Math.pow(10,-2)*96*Math.pow(10,-2)-getVariable(5,k)+getVariable(7,k)+getVariable(5,k)/46*Math.pow(10,+1)-getVariable(2,k)*getVariable(1,k)/getVariable(3,k)/getVariable(6,k)*getVariable(7,k)/getVariable(3,k)*getVariable(7,k)/getVariable(1,k)-getVariable(2,k)/getVariable(5,k)/getVariable(8,k)-70*Math.pow(10,-2)+getVariable(8,k)-getVariable(7,k)/getVariable(5,k)/80*Math.pow(10,+3)/46*Math.pow(10,-5)*getVariable(5,k)*getVariable(1,k)*getVariable(7,k)/getVariable(5,k)*getVariable(7,k)+getVariable(7,k)/getVariable(4,k)/getVariable(4,k)*getVariable(8,k)+getVariable(8,k)+getVariable(9,k)/16*Math.pow(10,+2)/getVariable(7,k)-69*Math.pow(10,+5)/getVariable(5,k)/getVariable(8,k)/getVariable(5,k)/getVariable(5,k)/getVariable(6,k)+getVariable(6,k)/getVariable(1,k)+getVariable(6,k)/getVariable(7,k)*61*Math.pow(10,-1)-getVariable(7,k)/getVariable(5,k)/9*Math.pow(10,-1)*getVariable(3,k)/getVariable(8,k)-getVariable(7,k)*getVariable(2,k)/getVariable(3,k)*getVariable(7,k)/getVariable(3,k)/getVariable(3,k)/getVariable(5,k)/getVariable(8,k)/getVariable(4,k)*getVariable(7,k)+getVariable(2,k)/17*Math.pow(10,-1)*getVariable(6,k)/14*Math.pow(10,-4)/79*Math.pow(10,+9)*getVariable(6,k)/9*Math.pow(10,-1)/getVariable(4,k)/getVariable(9,k)*getVariable(5,k)/getVariable(7,k);
37.2;39.32068944398212;40.75011627437141;41.4568166877153;39.85457302325121;40.384689652292856;
22.1;21.9186200373603;23.19826003265807;22.47212953816872;22.717962487251853;22.396697394406306;
42.9;46.72191358129893;46.04352200399342;45.185838760474994;46.91215911595583;45.326529780978454;
25.9;24.075962387109012;24.26520733865657;23.56344965969636;23.450227739479757;23.668278899316178;
36.4;33.01107535846956;30.988696739871394;32.51308061154522;33.97518294879125;32.438243423433995;
19.8;22.41688017607147;24.474687935909238;23.161231854439485;23.831748607670658;23.24977800618351;
43.9;39.728920079410734;39.175965245937775;40.565691658777666;39.86974521902449;41.211052500287686;
28.4;29.28871291226879;30.583115328763203;29.266133226961923;30.895415188889718;30.02447023057263;
24.6;26.383867887564715;26.537282879777425;26.373855901294963;27.218229267439355;26.710587683210683;
37.2;38.23894960648279;38.0117121485574;38.622656942832975;37.15680009459984;38.208987073935596;
24.7;23.750123595658884;24.38197369874043;25.268122282187534;24.233018410896356;24.513927458407125;
26.1;22.68993400889618;24.981896805124787;23.593886439593277;24.80735789999293;24.663190478152067;
28.7;29.69508944082308;27.511554376093414;29.591787950314764;29.80511129946757;29.384041709276538;
29.5;22.03046071040388;23.36540685922417;23.704482769772603;23.55078785044559;21.566563871348357;
35.3;26.883766249628803;28.188222157994602;27.76180174915224;27.026591800300654;27.944449922821942;
46.1;53.43868970177587;48.76957492695197;50.38337533068014;46.13003700455214;50.61539538253063;
25.9;30.286736981781583;30.13007864536433;31.044953892442145;31.16104008254713;30.613766870449584;
25.1;23.92344512042203;25.160087267278325;23.336764782275488;25.10674253142081;24.709752233916376;
34.0;35.57092171936602;33.81276215398302;34.59153456455648;33.982187747133814;34.94033191358566;
37.0;37.77392718958402;37.804453028977676;39.079118703928934;37.472242060324966;38.26564109445006;
34.5;34.064138500885676;35.655162184007125;34.35332998467335;35.6676806627291;35.395462203019015;
35.9;31.158610559937724;31.146821963926147;32.34811825736855;30.922037709480374;31.74256260508609;
23.7;25.421175699868698;26.902494860561152;26.774213928558368;26.407790713118878;26.48840792673048;
27.2;29.840982130147193;30.235612985762163;30.313593424857142;30.57389705841031;30.491189421960062;
37.1;37.44133343576206;37.67699693955814;38.92634505695009;37.489642333525964;38.65729937348007;
31.1;26.481679682455393;27.277409845345616;25.090368361839076;26.126763835758645;27.27910451847601;
45.7;39.583436960059636;38.931455734845535;39.6702171277349;39.09757443627202;40.29079795840574;
16.4;20.10688893600446;17.80558642382935;18.513861553569548;18.94825172935293;19.106851060213106;
29.2;28.136046657127157;27.86502877581872;28.270228893808543;28.090152663768748;28.396989152495877;
34.9;34.24128654718335;34.53937874181566;36.47225512227646;33.635776284835906;35.199518114713165;
41.9;38.41628540626602;39.919274705447464;39.4658526641323;39.50050452877981;39.571327505922156;
37.8;35.30289413011364;35.08899494903904;33.64826723687709;34.79591888535178;34.74926640899905;
41.9;42.79860763747126;44.28283295667502;42.581122189064196;43.27777957473209;41.84219171309657;
29.1;34.4499141834796;33.65330774881114;33.75394725088073;33.519209604433414;34.52433203356817;
29.2;31.67692289826141;30.88377056964563;31.006203740124914;31.144147084371124;31.768694666501677;
38.3;34.77729709919707;35.958691346317394;36.01923152234186;34.66214212690218;34.80533308435092;
27.1;30.70505385952614;29.209047803356157;28.827298678905983;29.627064051080957;29.948517762706334;
38.8;36.593857351098755;36.0846980982181;34.82252812838404;34.71780985948527;34.60458200766183;
32.0;29.803719184158584;30.576644868434567;30.712441112818738;30.51780034906422;31.027889229226062;
41.7;37.83599853952323;36.508098258909435;38.94566857039592;36.88108780844979;38.589643746746766;
15.4;16.878121840207818;16.078885285926667;15.225387144542117;16.81771583378812;16.75692203016478;
48.0;43.69013095463456;43.140898192470466;42.01707999369345;42.11384549563556;43.6496646748292;
46.1;45.999627257950955;45.091201421003376;45.731730169555874;45.64721902645887;45.787689877834445;
31.0;27.046062125033377;27.19416138078875;27.88118996561541;26.78097473205789;27.513681776901453;
23.4;23.422156199489205;24.837306364340353;23.18870102042328;23.557064489269337;24.17363108081612;
50.5;50.64559442823419;51.810105156554144;51.37587302899139;52.84885580942581;49.81872405404032;
19.5;24.368785615111573;20.33874657585824;20.910893692529108;22.76232691637407;21.777430261981795;
46.0;41.449307708609055;43.04111066207665;42.222313135631346;43.35345429426987;42.50613269011764;
33.3;34.29598175318009;33.39146059991143;34.731250089558365;34.40872975808017;33.87560959905726;
26.1;31.549204986317484;30.722970264916995;32.330648138300255;29.459102213877564;30.786562800428946;
23.1;26.071691349701975;22.936581672333226;23.958486916993216;25.024438120272237;25.048853221283764;
46.2;44.27336239575836;44.533847935140585;43.75805840633301;45.18404280714671;44.56140615717901;
33.3;32.99848928928608;32.699653553940024;32.81263040762294;33.40885945927868;33.5184329436082;
36.4;36.09779374709617;37.41962662800664;36.957197070294065;36.134459844494366;36.15498729418416;
20.7;27.18396468917699;24.922797216450814;28.081881839604883;26.485164038318718;27.463061164999438;
27.3;26.059831737711434;27.104834945179633;26.71392398650189;27.41064327285126;26.802771501583592;
16.4;16.18125598418958;15.037534901415698;14.501340125939699;15.109833349359917;14.878241180525276;
45.6;49.15595348628239;48.328034656895575;48.82143695828606;53.272107811812546;46.69849093311824;
21.7;21.5991436545452;21.1251996759067;20.567029818817264;21.318525401976352;21.80165048235743;
33.6;30.92020160757131;31.254069846969927;31.054140311223165;30.325713338016655;30.554072873135315;
27.2;31.22223510498485;30.998722720170516;31.15960061549927;30.585170235937017;30.802423810963553;
19.4;24.66944475462923;23.843857728678493;23.2073137630138;24.77425761736316;24.823531364119773;
26.7;27.431258296930395;27.308820750376842;28.450816205044536;28.326449734830334;28.40571920713858;
29.4;25.013238819463638;26.987948777249475;26.316655126814496;27.05070561211439;26.146220193050475;
31.5;25.282976728167846;27.444604064999282;26.495361277893448;26.816782126149036;26.117211296790327;
40.4;39.10302471469983;38.697163775482394;38.276384886475114;39.06248474853459;39.993169425066974;
24.2;28.137849683969158;28.342766649052994;28.288992000770705;28.428456922409914;29.270246618148427;
39.7;39.20398820690438;39.73099870295099;40.40983486141859;38.50891268361929;39.82505981617085;
30.3;22.834771180313787;22.555869636080367;21.71783844867568;23.128776250349432;22.52496752212156;
27.5;24.67238492393494;23.04850627520306;24.996998642112253;24.456725644852757;23.93176933782966;
39.9;31.35934317949738;31.591809297225954;33.85344841103235;30.60198142460268;32.40711557279607;
32.1;35.0462757177962;35.275095208145224;35.20273927323096;34.407376493126876;34.71248538440428;
46.7;45.82581159583342;43.94564276521852;42.80469794614966;44.144575493403515;44.283785040488766;
24.2;25.975136157551663;26.227408997645533;26.971894024974844;27.61220063688407;25.88467792634637;
24.4;32.216452449157956;30.10938404448932;32.08142990031613;32.424186834026344;32.00762325887515;
34.4;45.15880018009911;45.87229193530903;47.34983677724075;48.169388495548276;47.80760727753021;
25.9;33.13523782861873;33.2217159459286;32.47351500468487;33.21408379864754;33.69716178989181;
35.8;30.110376976546725;30.27657798293191;30.091354171471618;30.45156983031557;30.671560213048757;
35.7;35.26405892610214;35.86985375743377;34.602087252918466;36.33114050343606;35.879771953096636;
22.4;23.825799714630865;23.351204641888383;23.639146706159814;23.503230722329278;23.95227640152392;
32.2;35.25518881723358;34.09682373192914;34.144840541628824;33.63553084259348;34.79565023771793;
18.8;20.303504741576287;22.411228944148945;22.279412678925496;22.132960010883917;21.35223159474552;
28.6;28.41515783465986;28.0192558100448;28.592816472776722;28.331361409967435;28.380045261345963;
24.1;22.903259324423136;22.809747540464308;22.903931895153224;23.332075385509867;23.162107529064624;
46.8;43.28721351909575;43.714852973608096;42.67661353652826;44.773863051485705;44.82555826422375;
50.0;45.215716008419655;50.0559539033059;49.5238859138376;52.06397760930487;48.306386884648546;
31.7;32.89967341766177;31.594755174142293;33.18578068448636;31.788040230843315;32.69016070830345;
43.1;47.8188067620522;46.040628133126596;44.64747833467573;45.83348315584301;45.97746027600727;
33.9;26.1148821687922;24.265282624360083;23.21589146305575;25.09953852669593;25.239758999324508;
29.0;35.79936177670178;35.98389825367914;32.87585736686491;35.75986905854351;34.6255909873887;
40.6;42.2007076150123;42.39283389081547;40.647997980986474;42.04987179032055;42.560887726223854;
29.3;25.852628441351808;22.98136052192086;26.085782320354156;23.133295175455395;25.281578128721236;
27.6;29.557666610527438;30.140846093781803;29.509807137869416;29.776284103996375;30.159687096333517;
36.4;38.05543941560143;38.69346458524466;41.18367538576419;37.71664924952326;39.324616942997075;
36.8;36.75511983736841;37.05470876040815;37.771533165587535;36.16130928290826;37.233624632830384;
44.6;43.68882202989111;46.09891956262522;47.0173214685032;43.05296895032573;42.3722978232032;
25.6;32.966210594918635;33.76397986630803;32.83102689407548;32.934978647482694;32.97791560326268;
26.1;24.08038825646275;26.843734232484554;25.700367569355826;25.728028206057644;24.94992856572408;
36.8;39.29149425466743;39.01281580606787;38.16216408049769;38.50284273540961;38.78196221119655;
34.0;34.197839607396624;35.63823906008018;36.35760063714146;34.89070551752107;35.13650420401117;
39.7;39.136174544834724;40.444435202693974;39.73808905801626;40.02699215173889;39.79198742858673;
40.2;39.177761224173935;39.067426678164004;41.0176870415343;36.47046853010046;38.84683770646642;
31.5;32.78870771700708;31.12283153471855;32.24323635464526;32.64894306883035;33.317646893045165;
28.4;25.702237232189646;28.23498819391841;27.970976864096972;27.456815224666386;27.49075346525758;
25.2;29.895192089399533;29.094437937964805;30.315092055608968;29.707970369745958;29.771438214221963;
35.7;35.058407801755635;36.39908180525164;35.570416705144446;36.44968894019854;36.45919251377168;
25.7;29.108821380173342;26.655359263852375;28.484431526707905;27.966320159810444;28.427802324589884;
40.7;42.68082544652755;42.731646111231036;42.16915988750516;41.150325511872545;42.05283312295961;
24.0;29.31214807414725;28.237038121762165;29.160962084341605;28.381997390529186;29.193192973585884;
31.1;33.04340950002171;31.72496931619729;31.73302689307084;32.752335170628356;32.311231159706004;
26.5;31.90219448386986;31.492985822223886;32.43761392038397;32.34012073065579;32.25788410969389;
43.4;38.28686821848918;37.88841532900425;36.94205709497651;37.8350679414344;37.71528285840647;
30.4;28.58170305275728;29.661421040703164;28.64826718230414;29.36855033670308;29.348232849631554;
43.8;42.56335134664155;42.76994007960997;40.868029449513394;43.09857202075402;42.935861980665166;
23.6;28.11710091671344;27.393980075857925;26.995020613959593;27.37365905394178;27.468221515819597;
17.7;27.999381450071255;26.267680592731026;27.769139467148392;26.876260308009783;27.628520858822306;
30.4;30.451406122276985;30.76182665374294;30.66704894687246;29.96753999293012;30.366605001814875;
15.9;22.03030328745702;21.73250789456201;20.43008534870271;21.731038354816757;21.797858253897573;
35.9;41.858702409041484;43.290489053062224;37.793151257412596;44.71743869410888;37.35756482166616;
18.5;22.61326063872606;22.082947432938173;21.801943450278984;22.26005001216594;22.859380266075572;
30.0;30.650440265072845;30.46832717064607;30.699555948804502;30.728301523779177;31.08745452430742;
32.2;35.77218496504953;35.90936184120499;35.73407532713714;35.4420037632686;36.269574174367015;
33.3;33.900134855844435;35.10630958082357;33.722654077507435;34.3210524058337;33.57100998741261;
32.5;37.311878080862755;36.2135426740667;32.58854010430005;35.4496712947364;35.98483960200609;
39.9;33.67129597756567;33.82681532256075;34.39671797654899;33.69032378436817;34.591722888388766;
40.9;39.054851961801205;38.84152326896912;38.77145337929363;38.44795153118622;38.9996543179859;
39.1;34.92170998368979;35.75922687895022;36.043794554023115;33.68340528350424;34.37941916101524;
38.8;34.958819135886806;33.02480819836962;36.07316044858502;31.362582958716917;34.394455180978085;
41.4;37.9363844060049;38.151361625628574;38.64238581462049;36.78892509220712;37.79681042705903;
23.6;28.13257305015872;29.372706729619573;27.760228086115234;28.996848153890966;28.853926269554144;
23.3;28.527241091883106;29.150588159657055;29.788610448368136;27.499749361152173;28.33428188737125;
33.7;33.365218205095545;34.28933272132757;34.75315324206507;33.347323655075016;33.95382215987331;
41.5;38.80693111406885;39.24537518806134;39.25151556999728;38.51319742051249;38.75193970642864;
42.2;40.54988108533376;39.65361169597449;39.30358656911401;40.649219589643266;41.346947770713086;
26.1;27.767071433435387;26.43331102330562;28.371532763151798;26.795674208065645;28.125118676944574;
37.0;38.701307819315375;39.723216558463044;41.033729034716885;38.973422515550745;39.504642771363905;
27.1;30.824132142648924;31.092261766702443;31.40142404760003;31.063891305837377;31.5954329026262;
35.6;36.67908695833638;36.72032586776132;37.46664477243795;34.95580066264326;36.168564906492165;
41.7;42.28243341262439;42.912296891595105;43.865441537378274;41.23389708154682;42.78145500065713;
43.1;40.67474346719078;40.95515971941136;41.80638042567107;40.66610834681028;41.624947186744016;
31.3;30.745028372629484;27.79504139628919;31.248622712027608;27.08330344324872;30.07945168900158;
33.4;33.92616269691697;33.189982914303066;33.12246898969909;34.7080467813342;33.72527533763758;
23.7;30.171125253712535;28.984298538870483;30.893136419078356;29.19950130002293;30.49522675552599;
43.4;38.385491371778464;37.943757211112846;37.27246252354628;37.26074654311964;37.8983455356552;
42.7;40.955024516837796;40.480430891987;41.821996806627766;40.83833624920753;42.00899878538889;
21.1;30.88978210333148;28.266633487393225;29.826881952576315;29.106211330798224;30.102754127370407;
40.5;38.7687075042647;38.2909135565724;37.595007826702044;38.525763837868055;39.11253817105786;
23.4;26.13491852593899;26.107138678153497;26.23296715835388;26.056231799537628;26.29124765041518;
38.4;38.950764440875375;39.01366970305206;38.77666639006017;38.56243749646397;38.9915454816599;
30.6;34.58276060836544;34.98999509337585;34.752589527308466;34.86448866837906;35.415140881110474;
27.2;24.666815010783353;24.69011468952438;24.36593175452567;25.696505614853866;25.099756604873626;
27.5;30.028794454563062;29.607707943934745;30.298541708684365;28.738889766949512;30.453912311806807;
30.9;36.402757078795084;37.255128220176054;38.599219778499304;36.88072693974385;38.16828223410579;
33.3;35.40641850499437;36.83348721845329;38.26551012861818;35.01123091973152;36.434154283761046;
24.4;26.711048051741564;26.54019452768137;26.275441021989245;27.11635526131628;26.556228585203858;
24.8;23.382799457617285;24.648070302023154;23.993901710399534;24.480158581638165;23.374342973339765;
20.1;22.932816075056184;21.72383291679429;21.714547998665537;22.292529969668383;21.74228926988212;
13.2;18.515346001098504;14.752078543579817;14.620607952171529;15.332009038044903;15.99077696038006;
36.7;36.12153098893228;36.5263756559723;36.793156154192744;36.427924793237935;36.86325879740614;
48.4;52.6548773777133;50.381660035375596;47.98624327924626;52.3128178543953;50.67352460169963;
41.1;38.57307124161367;40.31252455885896;40.02605929061921;39.263079175759465;38.90957787798635;
32.2;29.67062705061523;30.359148118450314;31.68118394972532;28.409626856132174;31.026924329588674;
34.0;30.881306042194186;30.563300389402404;31.8188091790771;30.530188700259757;30.53442326098305;
41.7;38.711827975893556;38.432373507682996;38.037866003680215;38.49934769750576;38.70268782369313;
31.3;25.78936316837152;25.718902291635825;26.116435453867762;26.11717777208242;26.090047993920347;
39.1;30.10451595936045;29.096122522136305;29.818170307986204;30.316214496478544;29.77626451717331;
29.1;29.340381172797386;28.2337341927454;27.9305697035593;26.992131300504496;27.13348373660722;
39.9;38.29832737130667;39.2371294274966;39.85127045214021;38.448285289610354;39.170705969110855;
25.6;26.063426670155927;26.832572511737155;26.078085409812083;26.216130287460693;26.257266458013852;
33.8;37.158939016707095;37.4031447599714;38.00136410015792;36.94599559000005;37.72834820965787;
50.3;48.41776061405547;48.72611726206253;47.86965347364774;51.5043336289303;46.78782401145169;
38.0;45.034987441602894;44.70225261896391;45.63918352528939;46.496975491053156;47.07729909265836;
35.6;35.5753889647387;33.703206628153275;35.36261535239564;30.989906303413097;35.14075607141998;
39.1;38.73704783463423;37.913375286543484;37.51458685942018;39.9398336406101;37.282600754964136;
29.5;28.018403168605417;28.697918123042683;27.866945121217213;28.30965701260779;27.928093744760616;
31.5;31.451683397774552;29.682117787074354;29.51264258629518;31.026040142351377;30.931392985998894;
40.6;32.729382316321136;31.048193521075675;32.725476982870305;34.21781824344099;31.733082225852943;
30.8;30.333874231119065;27.80394170828955;30.03684034730926;27.471004899143946;29.446065940969408;
42.8;46.436056700490205;45.67587513376952;45.37828740962376;45.92267078593328;44.79287495801712;
19.4;21.071625164841667;22.230641774505273;20.856895048943336;21.50950550218572;21.59340619690432;
40.4;38.036897254875974;36.73565425912324;38.63507782366848;36.13456464507659;38.17689200109273;
46.9;44.38072127588518;44.56031907308096;45.705411121133274;44.706385307712274;44.75944623400673;
44.9;46.10224525314053;46.79691450482374;47.67395991085214;47.71937016533342;47.115415454917766;
46.7;40.39661747309591;41.974057714576226;38.58794687618432;42.06163138602831;41.2704906155017;
37.6;33.20103439373478;31.79652047208105;32.22149359383798;31.433962751156784;32.78358922809488;
30.3;27.457829749926574;29.304886508343056;28.411373771202673;28.022698476912872;28.19583745888086;
30.3;29.58811589707872;25.070953821738065;26.912346296709675;27.018912198065742;28.197901635619115;
36.5;39.526426394277834;40.59039808631027;42.05177801640717;40.02471712565326;40.978654396270024;
37.4;39.9583362822329;40.66702256333394;41.02304586163417;38.84584705579787;39.68911976483068;
35.4;28.295831304149438;29.75133640334182;29.801578739382286;29.95388519588007;28.778087482571465;
33.2;31.555257178427702;28.883271440272715;32.17855943816355;29.10327177702311;30.209651972560057;
39.3;45.403870917016526;44.733832550332;46.04632799276029;46.729275911999494;46.39393635802333;
30.8;31.57568761828924;32.828777297469536;32.08442015363016;32.69155388965449;32.843412808191665;
28.1;26.99967404371143;27.842118305444167;27.726705901895144;28.144839101511103;27.6027488205624;
21.6;21.320421280802705;22.80745706924794;22.066595988282426;21.63903657948539;22.092877448116994;
47.7;45.59431403659871;45.23269900218107;44.91053811037179;47.78216925035686;47.93278518891759;
25.5;27.34926207213154;29.092758491280357;28.651533977995747;29.054424134016628;28.749135992068602;
32.4;31.12248693376896;31.276463305643933;31.763723257210334;31.063968241728155;31.526688703338007;
25.9;30.28997622089411;28.789904686639737;29.392737631654956;29.627465878882525;29.42864963074753;
45.0;40.798914575417704;41.12271633768634;41.196194640839174;39.44798053636911;40.60880731564656;
36.6;32.188377075260355;34.3420277598422;32.58201306941461;34.13243165307334;33.263818421465615;
41.7;40.75396607036494;41.980027663715966;41.2404217131059;42.50370944000401;42.37671504830892;
37.8;37.545335019007325;37.322109134022995;37.18024738256773;37.05234270569394;37.31389970255149;
17.9;20.702613848791692;19.656288458994513;20.559710627652557;19.871800078207773;20.894679217770275;
27.7;30.005806086883368;29.288070920854143;29.11389714011539;29.92046639206111;29.932131114170748;
31.3;38.717027571292824;39.7389906420784;40.43248576686884;38.51551668997303;39.45108625638317;
40.4;40.020456089317;41.32696273212146;40.83886020814709;39.69177587329959;39.264004527934;
43.8;43.00632787535963;42.84715950485309;43.66382110903446;44.152436526789685;44.45081471337465;
27.8;31.84897495217682;31.529404240836946;29.726113604780714;32.03273305160811;31.466580519594693;
33.7;35.591822818847604;35.46383863158041;35.02060914663793;35.223062903807595;35.85694568137688;
27.6;28.417163027976912;27.25165754829577;27.61546244403258;28.09866238493348;28.621113331699966;
42.6;51.45494395569193;51.85940109441734;48.6855871043226;56.200339063646965;50.75222454186004;
30.6;31.09746077153627;27.03382366552799;29.558846034120805;27.511167983994714;29.860378934340634;
27.1;26.2826826718353;27.5385467026046;26.66583262056801;27.313891746595868;27.05833320704577;
20.7;21.646004804579587;21.694569216392477;21.7808192591103;20.941820516615113;21.928373162885805;
36.0;32.777430786827296;30.27346868918166;30.293932482422115;30.65687711978606;31.748577683724633;
31.7;29.13338359605673;29.844418468107392;28.845355628332655;28.847394316740292;29.629137282152335;
30.0;29.279781803061077;28.60537256726063;29.588568388348076;29.410342517019807;28.76030954281022;
33.8;32.78117942974711;32.60859192049209;30.7186580552559;31.458042309312034;33.011167746634996;
26.3;29.27280017727945;29.292895370941736;30.120768790720756;30.491842543530947;29.502687956073746;
40.3;35.43786860576233;33.84944241358761;34.15560814004661;35.67646068574186;35.40232083199184;
36.4;39.48123113884682;39.576728373485466;39.23926113171658;38.983165459671135;39.031137267756066;
36.0;39.743883066004756;39.424100197351855;40.60935346184211;39.145885056210474;40.42302617485066;
24.8;25.531787862196502;28.256266026001327;27.361213805241672;27.48112020423316;26.669119933735605;
30.5;25.808179593766635;27.684025332555684;28.018957081622805;28.109568000184755;26.505744154779485;
26.3;29.819043112163563;29.78065943073052;29.728995673162096;30.108415965902537;30.14016998890557;
40.9;41.52569762639817;40.52149623901308;40.31034857225391;40.358347084019954;41.56946962729588;
37.1;35.57573748966296;34.940709673862045;34.861942594695336;35.2194917064279;35.43997559705796;
17.7;19.039556306077337;19.074016964453165;18.462199990826477;18.086307046699822;18.571295769094483;
26.5;29.03105452629265;29.337209565108;29.41898010566027;28.916022902897684;29.915420003916577;
43.3;45.001919071111665;45.58142964889362;46.25391556083277;47.847575930671226;47.19050972897138;
37.4;36.58545171844822;37.831393186568626;37.37794394258635;35.7051471529275;35.56673166482023;
43.2;39.11700255386983;40.13520077093458;40.39677855753462;38.956125117668826;40.22937327353591;
33.3;34.207484637985175;34.334932372066994;32.286883665337896;34.91248577232975;33.98527902994039;
36.2;31.98317868724873;33.18646557227465;32.86573281754712;32.03458373214989;32.115915903507336;
19.0;21.294609740864537;21.534459738336924;21.350706494964385;21.526877547970106;21.383480302468705;
41.7;40.00563177833231;40.41631678597541;40.276063614814085;39.812444191827176;40.04229391451281;
44.6;39.30157440957092;40.70554668619334;39.45155980284764;41.28437228748819;40.369844223026114;
33.6;34.53398579264479;35.00206171946885;35.2767555439735;34.82899873276595;35.62207110886891;
