# yr;getVariable(7,k)-getVariable(5,k)+36*Math.pow(10,-1)-getVariable(4,k)-getVariable(3,k)-99*Math.pow(10,-3)*getVariable(7,k)+getVariable(3,k)*99*Math.pow(10,-3)+95*Math.pow(10,-2)+getVariable(4,k)+98*Math.pow(10,-2)-getVariable(7,k)*69*Math.pow(10,-3)+99*Math.pow(10,-3)*getVariable(3,k)+44*Math.pow(10,-3)+86*Math.pow(10,-2)+getVariable(8,k)+93*Math.pow(10,-2)*getVariable(8,k)+getVariable(8,k);45*Math.pow(10,+2)*69*Math.pow(10,-6)*getVariable(6,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-74*Math.pow(10,-1)+17*Math.pow(10,-1)*getVariable(8,k)*getVariable(8,k)+getVariable(8,k)-getVariable(8,k)+28*Math.pow(10,-3)*getVariable(7,k)-99*Math.pow(10,-4)*getVariable(1,k)+getVariable(2,k)-getVariable(2,k)+getVariable(7,k)*getVariable(8,k)*99*Math.pow(10,-5)-99*Math.pow(10,-6)*getVariable(4,k)*getVariable(2,k);getVariable(5,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-98*Math.pow(10,-4)-22*Math.pow(10,-3)+getVariable(8,k)*getVariable(8,k)-getVariable(2,k)*55*Math.pow(10,-5)*89*Math.pow(10,-3)*getVariable(3,k)*getVariable(5,k)+getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-8)*getVariable(2,k)+getVariable(8,k)*getVariable(6,k)*getVariable(7,k)*99*Math.pow(10,-6)+getVariable(6,k)*getVariable(2,k)*99*Math.pow(10,-6)*getVariable(6,k)*99*Math.pow(10,-4)-getVariable(5,k)*87*Math.pow(10,-5)*getVariable(5,k);22*Math.pow(10,-2)*getVariable(6,k)*getVariable(8,k);getVariable(7,k)-getVariable(3,k)-99*Math.pow(10,-2)-getVariable(5,k)*69*Math.pow(10,-2)+getVariable(8,k)-getVariable(7,k)*99*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)*96*Math.pow(10,-4)-getVariable(2,k)*99*Math.pow(10,-4)+99*Math.pow(10,-3)*getVariable(5,k)-getVariable(7,k)*22*Math.pow(10,-4)+getVariable(8,k)*getVariable(8,k)-99*Math.pow(10,-2)-getVariable(2,k)*57*Math.pow(10,-4)+getVariable(3,k)*99*Math.pow(10,-3)-4*Math.pow(10,-2)*getVariable(7,k);63*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)*90*Math.pow(10,-2)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(1,k)*getVariable(7,k)*getVariable(8,k)*39*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)*84*Math.pow(10,-6)-getVariable(2,k)*34*Math.pow(10,-6)*getVariable(2,k)-96*Math.pow(10,-2)+getVariable(1,k)-85*Math.pow(10,-3)-getVariable(1,k)+getVariable(4,k)-getVariable(4,k)+getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-8)*getVariable(4,k)*getVariable(8,k)*99*Math.pow(10,-3)*getVariable(8,k)*getVariable(4,k);75*Math.pow(10,-1)+getVariable(5,k)*getVariable(8,k)*6*Math.pow(10,-1)-22*Math.pow(10,-1)*getVariable(8,k)*getVariable(8,k)-getVariable(6,k)-getVariable(2,k)-99*Math.pow(10,-2)+getVariable(2,k)+99*Math.pow(10,-4)*getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-4)+getVariable(6,k)+44*Math.pow(10,-3)*getVariable(9,k);84*Math.pow(10,-4)+56*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)+78*Math.pow(10,-1)*getVariable(8,k)-getVariable(1,k)*getVariable(8,k)*getVariable(7,k)*getVariable(7,k)*getVariable(8,k)*99*Math.pow(10,-8)+getVariable(8,k)+getVariable(9,k)*getVariable(9,k)*85*Math.pow(10,-5)-90*Math.pow(10,-2)-getVariable(1,k)+getVariable(1,k)+99*Math.pow(10,-5)*getVariable(6,k);26*Math.pow(10,-2)*getVariable(6,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)*16*Math.pow(10,-1)+getVariable(7,k)*getVariable(7,k)*getVariable(7,k)*98*Math.pow(10,-8)*getVariable(8,k)+98*Math.pow(10,-2)*getVariable(3,k)-getVariable(3,k)-getVariable(2,k)*99*Math.pow(10,-5)*getVariable(8,k)*95*Math.pow(10,-1)+99*Math.pow(10,-3)+getVariable(8,k)+94*Math.pow(10,-3)+99*Math.pow(10,-4)*getVariable(6,k)+getVariable(3,k)+99*Math.pow(10,-3)+99*Math.pow(10,-3)-getVariable(3,k)-99*Math.pow(10,-5)*getVariable(2,k)*30*Math.pow(10,-3)*getVariable(2,k)+getVariable(6,k)-getVariable(6,k);67*Math.pow(10,-2)*getVariable(7,k)-getVariable(3,k)*99*Math.pow(10,-3)-getVariable(5,k)+getVariable(3,k)-getVariable(3,k)+getVariable(8,k)*getVariable(8,k)-91*Math.pow(10,-2)-91*Math.pow(10,-1)+getVariable(8,k)*99*Math.pow(10,-3)*getVariable(5,k)+94*Math.pow(10,-4)*getVariable(6,k)-getVariable(2,k)*99*Math.pow(10,-8)*getVariable(2,k)*97*Math.pow(10,-1)+getVariable(6,k)*54*Math.pow(10,-5)*getVariable(9,k);
38.4;36.22059999999999;34.64309864000001;33.1260216484757;26.686;34.78082309366402;35.878771304844506;31.244088756900013;36.18711304173;34.101648556820024;34.08596494573001;
28.1;33.544599999999996;26.59059080000001;27.330808278847996;21.032;33.48105302937601;28.852095954938108;26.48974867359999;29.38990739184001;26.718843162880006;30.789508928;
34.2;27.057999999999986;26.68914759999999;26.263498820740402;21.164;27.599409056;26.306629249766416;25.385027664400013;26.30139257600001;26.699275123000007;26.175858637570016;
24.7;23.7532;21.541926139999994;23.033751907400003;17.6;24.10074159411199;21.64870262532483;22.96126399999997;23.465630010360012;22.249484754559987;22.578000235080008;
14.9;16.329399999999996;15.876090199999998;19.173293867498003;13.706;15.418002312191996;15.389777682407958;20.058405232899997;15.580422209160009;17.12220593296;18.397822867999995;
31.2;26.66039999999999;26.42991605;27.444286964428702;20.966;27.791785819231997;28.93994042991399;25.876135640899992;28.783024287760014;26.496236117660004;24.76857991253;
34.5;29.62919999999999;33.35437639999999;31.971910877520802;34.583999999999996;29.457469513471988;30.216894823957116;31.935501859599995;30.863267387200004;33.047186850720024;33.36158591988;
22.9;19.22000000000001;20.354370900000003;24.6620468674875;16.830000000000002;20.750087948544007;20.12884960586129;24.92757902249998;21.008103433040013;21.110711221719995;19.165781429250014;
23.9;22.49599999999999;24.91656999999999;24.7484236103668;19.954;22.342394365951996;25.078453907083528;26.884278284899978;25.150929345600005;25.01874493376002;26.601182901279998;
38.2;29.162199999999988;36.121268199999996;40.04841297204;38.28;32.71915835673598;35.1796453689805;41.73583769;35.69976629568001;36.14061868736;30.092178476320008;
40.6;37.1322;34.23878575999999;35.3236807467936;35.332;37.801565390591996;38.248480706440084;32.96597730089998;38.120761111520004;34.48259229792002;35.270910603519994;
29.8;33.95819999999999;34.3298535;34.53976042725;35.64;33.883466191455994;36.62182628183484;36.42104360999998;37.24753907428001;34.18050560656002;36.75993073124999;
40.0;31.632399999999993;34.27814359999999;36.316004429283204;35.552;33.338585689344;36.74212605655763;35.865872006399975;36.83328351184001;34.29112650844;31.795049686930007;
27.9;29.518800000000002;31.422961900000026;30.364779412918203;24.618000000000002;29.074851636224004;28.350560528060754;31.87724299609999;28.830910716480002;31.05744389712001;31.38048976468003;
36.5;32.12099999999999;32.70665732000002;31.0780887266156;25.541999999999998;32.417633132000006;28.6889235072114;29.6270973721;28.346572257000012;32.13072386050001;30.226228857120013;
36.2;26.60359999999999;31.80946274000001;30.176452912875007;24.75;27.174924384;30.68415823075962;29.406439062499988;29.744905359000004;31.278796632000024;27.643519911880006;
30.6;37.82219999999999;35.64838042999999;34.1136973664704;27.368000000000002;35.454227968;37.68201225572637;33.530740033599955;40.195111723000004;35.082866102999986;37.22220996837002;
41.9;46.9464;44.41308259999999;41.9678844901723;49.588;45.110594185184;43.797701130814545;42.72285343290001;41.7218813752;44.28988797184;45.63413759693001;
23.3;28.565999999999995;24.26741035000001;23.828577977422402;19.535999999999998;28.006972478112;23.92036915892362;24.99085197439999;25.516670519010002;24.44016674306002;28.708591570769997;
30.3;33.72739999999999;34.1803772;32.398136802913605;35.464;32.78905835228799;34.606594158807766;31.894708243599993;33.92079158372001;33.992667541879996;36.676582034720006;
45.6;49.169399999999996;35.91488446999999;34.1629233202101;37.356;46.173605572608;42.76931879613921;32.60445706009999;44.36098551312001;36.35119528508001;47.44383780797;
31.6;30.603199999999994;35.567752250000005;35.2564867404375;37.62;31.466751223807986;33.431799949879725;35.21847760249998;31.460071989440014;35.27143126908001;32.39993583125001;
41.0;43.299599999999984;39.81942595;38.912927855616;42.943999999999996;42.926827751936;43.57361462960871;38.64361973759999;43.79458986624;39.86178824636002;42.51217171325001;
35.9;41.862399999999994;38.12635210000002;35.448656848821706;41.052;41.782856098048;35.94118733154203;32.695166268899975;35.33213685408001;37.70518684348001;39.218872763730005;
41.3;40.72139999999998;40.90580020000001;41.40143530291439;44.792;41.676667751935994;40.58098020851635;42.86170115239998;40.15965378416001;40.81358297935999;40.306023966919994;
30.1;31.653399999999987;30.347933399999995;33.53800625018881;23.584;33.130678119968;35.85329367733006;30.984315238399997;36.04281968153001;30.231153747340002;28.42178739328;
30.4;34.40639999999999;32.79882407999998;32.61765156672;33.44;33.436173849087986;35.67508670948813;32.54010575999998;35.04681627712001;32.899489658880015;36.914780068480006;
44.0;42.68619999999998;37.50309223999999;37.40557072313639;39.864;41.58392557260799;40.15193042989709;39.030501363599996;41.07059201696001;37.72100528508;43.42693112797;
25.6;24.2012;24.82980572000001;26.134534014848406;19.954;25.225473003104;22.669848877798838;26.768278284899985;23.683436632250007;25.02404611002001;24.786238684320008;
30.9;34.018799999999985;34.736084999999996;36.7778205983385;36.388;35.743145015776;32.60965860372881;35.83231881289999;31.18769423444001;34.87605238976002;32.84809492325001;
29.6;22.41799999999999;24.166185020000018;25.134519031565095;19.426;22.886553539327995;25.523504587950985;25.78617318889998;24.75007047228001;24.29391528764002;23.886171401570014;
12.1;16.969;20.38523397000001;25.6538815769356;16.896;18.990286835999996;19.587634083132674;27.21208650239999;18.964727041000014;21.057207650500004;19.02287946317;
29.6;23.366999999999987;26.844216760000005;31.707077606907202;21.274;26.77385017187199;27.719214830025745;30.250480728899984;28.082484527730006;26.947326235860018;21.748709738880002;
22.7;23.5316;21.32803716;20.430647350979307;17.445999999999998;21.756727422464007;22.55811191597327;21.91833490489998;21.74139206368002;21.71716568332002;26.517366684530003;
41.9;34.924800000000005;43.39471160000001;43.6258127919328;48.576;37.413528422624005;39.9167849933371;46.75656156159999;37.99174739972001;42.700061811240005;35.89450313808001;
35.7;31.112199999999998;34.65453800000002;35.59800780118201;36.388;32.832066066784;30.909314366687013;35.088318812899985;31.571209090240018;34.56445448084;31.624456708000015;
42.2;36.74679999999999;37.705874619999996;40.806397081487205;40.216;38.774755431424005;40.43781650339766;41.86877161960002;39.51009118208001;37.781727254240025;35.33632341428002;
26.4;25.656800000000004;27.894898180000006;29.543615078690603;22.066;27.681311856384;26.01670947897727;28.42398942089999;26.52344682144001;27.90592469392;24.76293812532001;
33.6;38.17399999999999;36.566372099999995;32.848042557662;28.116;36.816504521984;33.64201502811865;31.102781648400004;34.943049480960006;35.65758562891999;36.63538785925002;
43.5;40.07799999999998;40.08806140000001;40.50669854103;43.56;39.959341068;40.811263321770014;43.658596010000004;41.06748349000001;40.27488543200002;42.08526044773002;
28.9;28.515599999999992;25.369140299999998;25.027085716049204;20.284000000000002;28.149070028031996;23.850027654411157;25.019167328399977;22.868911293760004;25.44868405916;27.87805453093;
41.9;37.714800000000004;41.66122950000002;40.44692921742;45.848;38.51455025948801;40.1668123674141;40.4221572964;36.74064865956001;41.42684388587999;37.77666392500001;
43.7;34.4088;41.654833999999994;42.70132595413921;46.068000000000005;38.05413835228801;37.70637927458453;42.78039444089999;37.32321798580001;41.24155064588;33.40909775168;
28.0;24.396799999999995;23.970122799999988;26.4130292368336;19.272;25.309143497504003;26.205432607352197;27.814105217599987;27.135759816710017;24.19404950202002;25.566831350370006;
27.6;28.037199999999988;30.672325450000013;28.428718015941705;23.958000000000002;28.10510531353599;29.235688553859276;28.00832117209999;28.982386393920013;30.264661730680018;29.26732604612999;
29.3;22.513399999999997;28.344459200000003;26.213404316177602;22.396;23.139005015775997;26.631086068977186;26.745701152399985;27.35888908592;27.974415335379987;25.082741938719998;
26.3;24.243599999999994;24.6822643;27.010268616873;19.778000000000002;25.583628499999993;28.219038492759278;26.91011780010001;28.63184613750001;24.843375887500017;23.812323813000006;
23.6;22.912999999999997;22.389033099999992;24.866778638529205;18.216;23.854377444;22.58593234445161;25.23794087840001;22.982810007000005;22.816875564499995;22.78390054493002;
24.5;27.165599999999987;23.164114249999997;28.724125160312504;18.59;28.926093849087998;29.062531768810505;27.601815902499986;28.8801671056;23.73267692844;24.73516078125001;
46.7;55.540799999999976;46.39863454999999;46.563593683488;51.744;52.316356332576;50.7110813230653;47.60945477759999;53.25211584091999;47.15997930776001;52.08855364925002;
38.6;37.39559999999999;36.194935060000006;36.8913160285314;38.236000000000004;37.846409677471996;37.25412600876746;37.16613329609998;35.9586847516;36.128107981720035;36.99521143572;
36.9;30.130800000000008;35.065387950000016;34.116807941681905;36.828;31.028453938943997;32.84437818470535;33.2286276769;34.12744974176002;34.83771150044001;32.39945413597001;
27.3;23.910399999999996;25.028625400000003;25.306938839449604;20.064;24.583652769567998;24.270832418865275;25.669192294400005;25.532828888680015;25.208829066340016;24.763126455570003;
33.3;22.567199999999993;25.245874950000008;24.0290171966436;20.284000000000002;22.73867908275199;23.491534737596144;24.659167328399995;24.410497376960006;25.27143256876002;24.11817598077;
35.1;36.74339999999999;36.562101240000004;33.4588074280367;28.006;35.055400608;36.429718621874564;32.086280472899986;37.73606008400001;35.780607027000016;36.46450695413;
34.6;44.721;40.9421223;35.684012870848;31.151999999999997;39.9883655;36.490588924781896;33.12715538560001;38.28867581875;39.94278076250001;42.47229713299999;
31.5;20.66619999999999;29.01820732;27.076956307582403;22.968;21.739011223807992;23.510741978707795;28.45024627359998;24.71653828944002;28.662689915040005;24.896329221320006;
36.6;34.26359999999999;38.07613800000001;39.082264951350005;40.92;35.928552886752;37.87657206544969;40.16568849;36.438354791240016;37.87975593152001;34.802772153250004;
31.5;33.24179999999999;33.94732859999999;33.10963238072241;26.355999999999998;33.803523154176;30.490063528189953;31.76464344040001;31.507944853119998;33.320454494879996;31.76798909491999;
38.2;42.98559999999999;36.877009159999986;34.5864233241909;28.006;40.78584772028801;45.02385426452762;30.09828047289998;46.56980809169001;36.31864019493999;38.071910260770025;
28.1;31.388199999999987;32.327556400000006;29.3304824082984;25.124000000000002;29.272428;30.895507240070398;30.504211136399977;30.318252000000005;31.881771108000024;33.697137094920016;
26.8;27.831800000000005;29.310401;30.990344344165006;23.078000000000003;29.686921480224008;26.798404980026135;29.188503020099994;26.244654741090024;29.27229237262;26.07162832500001;
24.7;26.366999999999994;26.894743160000004;26.807471993431598;21.406;26.338143936;25.085844993336103;27.945889092900003;24.297291388000016;26.86624212800001;27.902442431520004;
31.9;29.021199999999993;26.125752760000005;28.00234968704;20.79;29.912909338847992;25.225019399781385;27.961253802500007;26.022613626990005;26.30600092274001;28.041297771520025;
26.4;25.890399999999993;28.385051999999995;27.09110449108;22.44;26.296429999615995;25.648575908889345;27.885696039999978;26.091893644160002;28.091482641080006;27.584883284130004;
35.9;37.857;39.77227480000001;38.589487674904994;43.34;39.15443929599999;37.70160573480001;37.776917522499986;36.700235680000006;39.284558532000005;36.82371075828001;
33.5;32.89459999999998;30.94230600000001;28.0167391027914;24.134;31.45514753587201;30.757847337149474;27.745461160899982;30.396164159960005;30.550974479360022;33.16742300852001;
42.3;37.0372;40.54535931000001;39.6617435914325;44.22;37.27972772915199;40.97155094524244;41.12392550250001;38.78777840416;40.40792860252;38.67042956653;
41.7;41.37119999999998;38.296114;37.92256046784001;41.008;41.169344155999994;40.63740445567956;37.409338382399994;39.572004238000005;38.33124668500001;40.200739199999994;
42.9;38.0928;38.92453688;39.052940039907206;41.976000000000006;38.66587715200001;39.75372058927334;39.33400469159998;37.780528064;38.889207712;37.82064342208001;
31.5;23.8236;30.253238650000007;33.806607301469896;30.228;25.929191999999997;28.689610118276097;32.22457681689999;30.578546200000012;30.623038222999995;24.644800348770005;
29.1;36.37759999999999;34.1178656;33.3137670021;35.42;36.01762849999999;34.95121192788362;30.817129302499985;33.88434680000001;34.086943175000016;35.64127771200002;
17.0;24.43979999999999;20.926513599999993;22.640337367376;17.204;24.184749513471996;21.408174458858593;23.72535467239998;21.73519784164001;21.50166101936;24.859631572;
34.2;29.57499999999999;31.331455799999997;27.980807135487;24.574;29.23289762057599;27.945936110882307;28.620859988899998;29.459879934199996;30.751593881380003;31.171311132999996;
41.4;35.47859999999999;34.76433023999999;36.543165066975604;36.168;36.496639515135996;37.8941041157764;36.85223788839999;38.29682798624001;34.83084544636;35.45768975757001;
40.3;34.60959999999999;29.653695769999988;29.506574375939103;29.172;33.849400721151994;29.76369747811306;24.176821576899982;29.70361615616001;30.02505253852;32.245008928370005;
20.1;20.916000000000004;18.638214260000012;22.895058305811197;15.575999999999999;21.551097866591995;20.994487193752565;22.57328884640001;20.92282756786;19.556366159459984;19.891212987079996;
35.2;33.263999999999996;34.776934;36.734840913750006;36.3;35.132707999999994;35.920717313250016;35.96108056249998;36.0295347;34.724794200000005;32.25457070800001;
47.7;64.46659999999997;50.38486675000002;51.2524342327125;57.33200000000001;57.740621688576;48.985845005077294;52.08202260089999;50.55043691424001;51.69597229276002;57.53715478125002;
21.9;30.7172;21.726536240000005;23.4224062959024;17.644000000000002;29.90283687599999;25.63131692961647;23.132404240399993;24.871003052750016;22.218210000499994;28.192712037920014;
39.3;49.89999999999999;44.033798299999994;45.723422999699096;48.796;49.878454185184005;47.27705110499953;45.683406368099995;47.13685386192001;44.157466427840006;44.27838332437002;
39.6;37.158799999999985;38.0651522;37.335957963625006;40.7;37.61919116851202;40.84096382300021;36.40059806249998;39.92748393568001;37.895542969120015;36.89464565300001;
28.0;30.40719999999999;29.922058799999995;31.3367963667264;29.568;30.041388586271992;30.786551351046764;31.00859747839998;30.178000790480013;30.083389589720014;32.96656977152001;
41.5;39.98079999999999;40.667084;39.72301822341001;44.44;39.50824582400001;39.86818716374401;41.24180000999999;36.661829408;40.59898570300001;40.54028081637001;
29.1;25.051400000000005;26.860402899999997;26.836146249939997;21.34;26.157256075423994;24.696019748344;26.40417609;25.85893702047001;26.932201206620007;25.220555966920024;
48.2;50.27099999999998;47.01534576000002;42.86176175983859;53.108000000000004;45.780472;45.61027825334938;44.9138577049;44.721697400000004;47.147490588;50.45621545011999;
17.3;23.080599999999997;21.74069227000001;25.029711858746403;17.688000000000002;24.030778715904;23.819506142894372;24.731552321599995;23.525062576480014;22.34186536652001;22.670262854770012;
23.8;28.89479999999998;32.31438669999999;32.85397855870001;33.0;29.296007536895992;31.53970388668783;32.98930624999998;31.726324407520003;32.28784257296002;32.126747284680015;
28.3;34.2004;33.63131356000001;33.157406656492796;34.848;33.904448787168;32.98814215596398;32.36078144639999;31.922680940440014;33.53311388468002;35.30097191188;
29.5;28.911999999999995;28.180044820000017;26.684990422190005;22.22;28.153209039104;28.63557561378058;27.017800010000013;27.93287347160001;28.003675002520026;29.86305540157002;
37.2;35.99919999999998;40.19930395000001;39.42602008402589;43.868;37.44866483433599;39.46541085929009;39.148228220899995;38.08873264344001;39.87612457336;36.063538135970006;
22.1;21.252399999999994;22.908197469999998;24.598533254697507;18.59;21.932555976447993;23.691107028300447;25.17781590249999;23.21854948900002;23.223035513240006;22.52275366037;
42.9;43.36579999999998;45.451318360000016;44.93349834588001;51.04;44.19670925251201;43.75673557877334;46.77682255999999;41.52441682488;45.03512193612002;42.62686362448001;
25.9;25.343199999999992;23.802930000000007;23.762856448768005;19.272;25.660994140415998;20.010689014459395;23.8901052176;21.808785048880008;24.13241985808;24.189532928;
36.4;29.02619999999999;34.0847946;31.725320647256808;26.488000000000003;30.06484111052799;27.597315699257216;30.806768641599994;27.515337441120007;33.22478868764003;29.09430471613001;
19.8;24.82679999999998;22.14870281;23.3956802504912;17.951999999999998;24.568163545855995;25.83450996667518;23.658605465599987;25.578019587160007;22.58801851228;25.259308046129995;
43.9;43.061399999999985;38.656107799999994;36.89870113073199;41.536;43.24286551683199;40.599089920144735;34.0554023936;40.95863460884001;38.630036942320004;40.07807854925;
28.4;29.297999999999988;28.28225499999998;28.94131578957;22.241999999999997;30.198145316;30.893521030525996;28.275780792099965;31.887923930250007;28.12725351750001;28.21323730000001;
24.6;25.741999999999994;26.306473490000005;26.394134379136396;20.988000000000003;26.582029251999998;23.99981238441798;26.52600469159998;24.926449389750008;26.299035720500015;25.699199980770015;
37.2;35.61479999999998;37.74884480000002;38.947577106560004;40.48;37.29392551683201;36.80621687794718;39.99155664000001;36.52856480876001;37.66748073532;36.03909535232;
24.7;23.260799999999996;25.50555917999998;26.022143870336702;20.482;24.168698356735995;22.714213340178596;26.171512456099975;22.338381688000005;25.601438186680014;23.83169757573001;
26.1;25.868199999999987;20.95735073000001;25.952909289025204;17.028000000000002;26.812335807999993;27.584148086188684;25.185154387599997;27.211888341000016;21.755893127000007;24.42595220813001;
28.7;26.088799999999996;30.294408000000008;28.628517861187497;23.87;27.239048387999997;23.659071783808397;28.639798222499987;24.64783721600001;29.843400252500032;27.00445548125;
29.5;19.532799999999998;23.395091690000005;23.0787344024301;18.942;19.64552664217599;22.84493191516608;24.136568712099972;23.57770555668;23.626754809880012;22.43404217117;
35.3;25.929600000000004;26.50304652000001;28.5159114423248;21.032;27.091998582784;29.373126531801255;28.009748673599994;29.153370686120017;26.601294704920008;25.589118108530016;
46.1;45.27839999999999;51.37005604999999;53.024278892942505;59.18;44.279591089663995;47.363977929417906;58.159025402500006;46.92097016608;51.72544407164;43.99915422373002;
25.9;27.869999999999994;30.591820400000007;28.339045886550004;23.98;27.943383935999996;27.293155330982415;27.91445681000001;26.31126093600002;30.151950755;28.532425199250003;
25.1;28.121199999999998;22.758029679999986;24.59784004732751;18.37;27.951678352287992;26.379438258726296;24.925350222499993;26.30975817376001;23.16358178994001;27.33790509517001;
34.0;31.956800000000005;35.68271230000002;34.11655715688;37.84;32.37296742246399;31.716740004999746;34.15088195999998;31.939059588480017;35.27863932464;34.519769865480015;
37.0;33.82799999999999;38.978688080000005;36.077909223644205;42.372;34.486371223807986;35.819219964107326;35.47891435689999;35.68906205728001;38.39731546608;35.82873075828002;
34.5;36.67719999999998;33.44674406;30.7244325888125;25.85;36.373392877056006;32.95330583262918;28.031150562500017;33.195354632640004;32.911305924279986;33.45560263757001;
35.9;31.90199999999999;32.00925345000002;32.7006519334963;32.516000000000005;32.64450980787199;32.61006510145451;29.469253192099995;33.573970456000005;32.22432650972;30.805743365730002;
23.7;24.271799999999992;25.52354889999999;28.341365476391996;20.372;26.022878303999995;26.935757206032157;27.826412227599977;26.94643480000001;25.733694720000017;23.847557933;
27.2;29.561399999999992;30.533071760000006;29.311057799854403;23.936;30.332993029375984;28.665931213002;28.55018749439996;29.59017963360001;30.110398165880028;28.861991923970002;
37.1;37.82759999999999;39.691719600000006;37.2408210796725;43.34;38.24590619145599;37.53298690639714;36.7849175225;37.04717843368001;39.125029214560016;38.14123217117002;
31.1;28.998799999999992;24.56355080000001;26.558834797864;19.668000000000003;29.19462259199999;26.8253783079719;25.985331203599998;25.897369126000005;24.843265260000024;27.215687571999997;
45.7;37.952;38.389517639999994;34.34657324544;41.36;37.48584622454399;36.820130810067255;32.00001635999999;36.93278131580001;37.98432041644;38.68006140112;
16.4;18.564000000000004;19.727611599999996;22.990771683705006;16.39;19.189767487999998;19.094251466810004;24.973980002499992;20.823806400000002;20.481712111999997;21.183769222280002;
29.2;28.88679999999999;28.07396400000001;25.662504508049995;22.22;28.496848388000007;26.19350348152051;26.23780000999999;27.687317829750008;27.8389284525;29.73730519925001;
34.9;37.34599999999998;39.35886245;34.875851492854395;30.183999999999997;36.142107274527994;34.434115821651496;32.298924558399975;35.98198018946001;38.30341165114001;36.04869439357;
41.9;37.46519999999999;38.452516580000015;37.29280937094941;41.316;37.621658864992;39.8860586238522;37.13817475209999;38.75551096468001;38.22944090692002;38.00258823412001;
37.8;35.155;34.91476152;35.62059346116;36.52;35.649253849087984;35.67948102561333;36.76919089;35.73174430848001;34.753550694880005;36.22190345012001;
41.9;37.77659999999999;41.405433000000016;42.69916782522001;45.408;40.187757366015994;41.32340905806644;43.3098300224;39.63143928896001;41.10384427216;36.297659925;
29.1;36.456999999999994;34.03273600000001;34.80066290140401;35.288000000000004;36.895111231999984;34.76293770232962;34.12840424039999;35.14563889600001;34.082333495000015;36.03294620325002;
29.2;33.9328;31.699755699999994;33.100513522625995;31.944;33.93023913907199;35.11906378672365;32.4385871876;35.49868682112;31.906154069720017;34.77026220325002;
38.3;31.5362;37.452830119999994;36.537545282205;40.26;32.397557569024;35.53580711678415;38.382564222500015;34.00603300608001;36.938018590240006;34.37585755668;
27.1;29.535399999999992;28.838147599999992;30.4976004563636;22.638;29.591398830335994;31.24226770392938;31.235770064099995;31.23416459120001;28.752472375680014;29.77071609551999;
38.8;30.424999999999994;34.7316867;38.5554737559375;36.3;33.203795807999995;33.873720186713996;40.93308056249998;34.773731176000005;34.772127623;31.820771085570012;
32.0;30.17759999999998;28.820519010000005;28.464357948158302;22.682;31.236470725151992;26.996822952510133;27.031808076099992;28.195986773630004;28.757759472260005;28.149350447730008;
41.7;35.562999999999995;38.13709635;36.16785043099251;41.14;35.75829272399999;34.921044319240494;36.43082792249999;33.89366562600001;37.87940122200001;37.881992122930015;
15.4;20.205600000000004;18.42353639999999;22.705684503380393;15.466;20.648891840767998;19.81143480338772;23.970374240899996;19.457653761920014;19.268835199839998;21.291996037920008;
48.0;45.447999999999986;40.718448439999996;40.874375617605004;44.22;43.187900031999995;43.185178038680384;43.051925502499984;41.993881108000004;41.25388661200003;44.89104737108001;
46.1;45.08059999999998;44.740369599999994;45.098532051517594;49.896;45.293095714272006;45.36708145936548;47.166365475599996;45.486876233800004;44.79772421972001;44.37986116052;
31.0;27.31779999999999;28.194098119999992;26.037912098210402;22.352;27.444225819231995;25.914193356623983;26.429714105600002;27.67039690189002;27.94430241366001;28.085063401570007;
23.4;25.119399999999995;23.13933719999999;24.496865143433403;18.721999999999998;25.281626175488;24.240392003417625;24.411789400099998;23.47306300032001;23.478128053440003;24.742873221320018;
50.5;54.7954;51.8656208;52.7289359179136;59.48799999999999;49.09787084227202;48.368152845511275;57.83752871039999;49.62889245268002;53.08396956972001;53.447387352320014;
19.5;22.330400000000004;28.419961599999993;28.905293994744003;27.808;21.894552000000004;26.421341748124416;27.06547546239999;27.657475600000005;28.403465175000008;26.38519722325;
46.0;40.378199999999985;40.05183766000002;37.4559453313425;43.34;38.365390290944006;41.98826497164647;39.21291752249997;40.29117466560001;40.09550012443998;43.63477212293;
33.3;28.983599999999996;35.1281977;34.04397239812881;27.148;31.019417151999995;31.96431259686808;32.07045315560003;33.60015896000001;34.313897172000026;28.569937919880008;
26.1;35.52799999999999;32.90285909999999;29.4302881706162;33.836000000000006;33.78814121599999;31.718274221108107;24.521592916100005;30.778635444000013;32.75394645200001;35.30801537108;
23.1;25.77319999999999;25.544590999999993;24.187536455965;20.526;25.407265819231995;21.119351002185375;26.1791662689;22.31936465133001;25.475006470660006;27.863395325000013;
46.2;41.79359999999998;42.52959760000001;41.37706700238501;46.86;41.853523154175996;43.47124388963866;42.83765392249999;42.886578406080005;42.322378161760014;42.39548652212;
