# yr;getVariable(7,k)-getVariable(3,k)-50*Math.pow(10,-2)*getVariable(4,k)-57*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)/getVariable(3,k)*getVariable(1,k)+getVariable(6,k)/getVariable(1,k)*getVariable(6,k)/43*Math.pow(10,+6)/94*Math.pow(10,-9)/getVariable(1,k)*getVariable(3,k)*getVariable(6,k)*56*Math.pow(10,+2)-55*Math.pow(10,+1)/3*Math.pow(10,-2)*getVariable(2,k)/getVariable(3,k);65*Math.pow(10,+3)/getVariable(3,k)/getVariable(2,k)-getVariable(5,k)-getVariable(4,k)-getVariable(7,k)/getVariable(5,k)+getVariable(7,k)-getVariable(7,k)/getVariable(4,k)/getVariable(5,k)*getVariable(7,k)+getVariable(6,k)/getVariable(1,k)*getVariable(6,k)/getVariable(7,k)*getVariable(6,k)/getVariable(4,k)*getVariable(6,k)/getVariable(1,k)-getVariable(7,k)*3*Math.pow(10,-6)*getVariable(1,k)*getVariable(7,k)-62*Math.pow(10,-1)/getVariable(6,k);getVariable(4,k)+getVariable(2,k)/getVariable(3,k)-getVariable(1,k)/getVariable(3,k)-getVariable(1,k)/getVariable(4,k)+getVariable(6,k)/getVariable(5,k)*getVariable(4,k)/19*Math.pow(10,+8)/42*Math.pow(10,-6)+getVariable(6,k)/getVariable(1,k)+4*Math.pow(10,+1)-getVariable(2,k)/getVariable(7,k)*getVariable(4,k)+getVariable(7,k)/getVariable(4,k)*getVariable(6,k)/getVariable(1,k)-getVariable(1,k)/getVariable(4,k)-getVariable(2,k)/getVariable(5,k)/getVariable(5,k)+71*Math.pow(10,-5)*getVariable(4,k)*getVariable(4,k)/getVariable(9,k);getVariable(7,k)*43*Math.pow(10,-2)-getVariable(3,k)/getVariable(7,k)*getVariable(3,k)*getVariable(1,k)/getVariable(6,k)-getVariable(2,k)/getVariable(3,k)+getVariable(7,k)/getVariable(1,k)/getVariable(4,k)*getVariable(7,k)/getVariable(1,k)*getVariable(7,k)+47*Math.pow(10,-1)/getVariable(9,k)-getVariable(2,k)/getVariable(3,k)+getVariable(6,k)/getVariable(1,k)/getVariable(4,k)*getVariable(6,k)*getVariable(3,k)/getVariable(4,k)+99*Math.pow(10,-4)*getVariable(9,k);38*Math.pow(10,+8)/42*Math.pow(10,-2)*80*Math.pow(10,-8)*getVariable(7,k)+61*Math.pow(10,+1)/getVariable(1,k)-getVariable(4,k)+getVariable(6,k)/getVariable(5,k)-61*Math.pow(10,-3)*43*Math.pow(10,+1)*getVariable(1,k)/getVariable(6,k)-getVariable(2,k)/getVariable(9,k)/getVariable(5,k)+51*Math.pow(10,-2)*getVariable(2,k)/getVariable(4,k)/getVariable(1,k)+getVariable(2,k)/getVariable(7,k)/getVariable(2,k)*getVariable(6,k)+getVariable(4,k)*79*Math.pow(10,-6)*getVariable(4,k)*getVariable(4,k);getVariable(7,k)-getVariable(4,k)-getVariable(5,k)*getVariable(1,k)/getVariable(6,k)-getVariable(7,k)/getVariable(5,k)*getVariable(7,k)/getVariable(4,k)+getVariable(5,k)*99*Math.pow(10,-3)-getVariable(2,k)/getVariable(6,k)+getVariable(6,k)/getVariable(3,k)-getVariable(7,k)*1*Math.pow(10,-4)*getVariable(7,k)/getVariable(4,k)/getVariable(5,k)/getVariable(3,k)/getVariable(5,k)*getVariable(6,k)*getVariable(7,k)*getVariable(6,k)/getVariable(4,k)*16*Math.pow(10,-1)*getVariable(6,k)*getVariable(6,k)/getVariable(2,k)+95*Math.pow(10,-1)/getVariable(3,k);83*Math.pow(10,+2)*getVariable(7,k)/getVariable(2,k)/getVariable(2,k)+getVariable(7,k)*getVariable(2,k)/4*Math.pow(10,-1)/getVariable(5,k)-getVariable(2,k)/getVariable(6,k)*getVariable(2,k)/getVariable(6,k)*getVariable(2,k)/getVariable(4,k)*getVariable(1,k)/getVariable(7,k)-getVariable(1,k)*getVariable(6,k)/getVariable(3,k)/getVariable(2,k)/getVariable(2,k)*getVariable(6,k)/getVariable(2,k)/getVariable(3,k)/getVariable(3,k)/getVariable(3,k)/getVariable(4,k)*4*Math.pow(10,+6)*getVariable(6,k)+92*Math.pow(10,-5)*getVariable(7,k);66*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)/getVariable(4,k)*12*Math.pow(10,-1)*getVariable(4,k)*getVariable(1,k)/getVariable(6,k)+90*Math.pow(10,-5)*getVariable(7,k)*getVariable(4,k)/getVariable(9,k)*getVariable(4,k)-99*Math.pow(10,+1)/getVariable(9,k)/getVariable(4,k)/getVariable(4,k)*getVariable(2,k)+getVariable(4,k)/getVariable(1,k)*93*Math.pow(10,+2)/getVariable(2,k)/getVariable(3,k);getVariable(7,k)*29*Math.pow(10,-2)-80*Math.pow(10,-2)/getVariable(3,k)*getVariable(6,k)+getVariable(7,k)/getVariable(4,k)/getVariable(4,k)*getVariable(7,k)-getVariable(2,k)/getVariable(6,k)/getVariable(5,k)*getVariable(2,k)+getVariable(7,k)/getVariable(5,k)*getVariable(2,k)/getVariable(4,k)-getVariable(2,k)/getVariable(6,k)*getVariable(1,k)/getVariable(4,k)*getVariable(1,k)/getVariable(4,k)+getVariable(2,k)/getVariable(1,k)/getVariable(3,k)*getVariable(6,k)/getVariable(1,k)*getVariable(7,k)-getVariable(2,k)*getVariable(2,k)/getVariable(4,k)/getVariable(6,k)+getVariable(1,k)/getVariable(2,k);18*Math.pow(10,+2)/getVariable(2,k)-getVariable(3,k)+getVariable(7,k)*6*Math.pow(10,-1)+57*Math.pow(10,-2)-getVariable(2,k)/getVariable(6,k)-getVariable(1,k)/14*Math.pow(10,-2)*getVariable(2,k)*getVariable(5,k)/getVariable(3,k)+getVariable(6,k)/getVariable(1,k)/getVariable(6,k)/getVariable(4,k)*getVariable(3,k)*1*Math.pow(10,+5)*getVariable(3,k)/getVariable(4,k)/17*Math.pow(10,-5)*getVariable(6,k)*getVariable(6,k)+getVariable(3,k)/getVariable(2,k)/getVariable(9,k)*getVariable(6,k);
37.1;35.013290997006195;35.57296076096939;34.642980956238574;33.81036821059277;33.4804614892189;35.23645587439564;33.35511046497453;34.49380999344725;34.61155562362038;34.84655042121752;
31.1;28.88451630059834;28.075319820238306;28.105191952350662;28.387715443134024;26.997979955146267;28.10843889417042;28.003211295908926;27.469189078026957;27.942910337166712;29.175330056778314;
45.7;38.748639104634876;38.37507529987624;40.019087662456315;37.3870909310448;37.35977876151964;37.09964459869199;39.89659352433461;38.58504765216361;40.03752006437089;37.489034179991336;
16.4;19.178159849752202;20.142593902864405;19.887249110842983;21.205060217282195;21.663853095157346;20.786776946952454;22.26850771159504;21.487980791897165;21.178627436762532;21.136174861078768;
29.2;29.231549092886887;29.804179223891836;28.93002339225269;28.71959446590956;28.765815410113856;30.451254015482355;29.041949249512882;29.456644774191986;29.60251870498571;29.199051361282116;
34.9;32.45866329466982;35.94183198270097;36.03599113785268;36.34506622203701;35.82172858990819;33.184884223692464;33.758576881127475;34.47478991527828;32.93080662000043;33.35308766734952;
41.9;38.550792599447995;37.91658067912879;38.04647385439248;37.06681901069829;37.24248247931838;38.757454604872784;37.3630763168539;37.995642305476;37.87767512981226;37.50220923642108;
37.8;32.59727186476793;32.04556876947734;30.59630645333803;32.35916196594368;31.65379593061884;33.017178066607826;29.417107290965983;31.70928746585828;31.15054265202501;31.64219812761923;
41.9;43.75940592299918;39.71960986376718;41.062522242758234;40.99709405554492;40.096276398826355;40.821528529291896;40.18305175309174;42.37607233132315;42.24284637557788;41.36064648867543;
29.1;32.375539997896084;32.86028637328076;32.60296244067334;32.48763443669595;31.23440255470862;32.57814833933976;32.15334053437589;31.35477197164582;31.75619936389007;32.71203610881883;
29.2;30.459936449068945;32.39925088371776;31.43884112317294;31.02172099081251;30.9420488235833;31.931225100920546;29.430023780535173;29.86151198657075;28.99154413743979;30.599047464425965;
38.3;30.420769884992755;30.060554346818208;29.302429243265003;29.691123238869043;29.916572246894468;31.336376284648757;28.715550083579004;30.325060503591246;29.844334940820982;29.77787307870904;
27.1;31.636101247057656;29.138612085134366;30.56256719087827;31.155283694371736;30.612622657326646;28.77514171763752;29.994194318630107;28.953723514232934;30.38084128814617;29.466930637431705;
38.8;32.44063510577988;28.931276801172995;31.864308938760672;32.84730223965181;30.8112558518311;30.620853164540463;32.80253949721311;31.90551156459022;32.448369082172825;31.914281088763023;
32.0;33.34316366974384;32.53925753366646;34.57252919460268;32.28891116133265;30.99400185993854;32.12410354838991;34.55123805567074;32.91035140528398;33.56883277171355;33.65852804229826;
41.7;32.923391868906414;31.886224156987172;35.58635959877914;32.67027686857391;31.370865080282186;32.95638319496539;37.22031188072063;32.318682683220864;34.124886930770906;32.87175630110576;
15.4;18.48008436622196;19.819237591303228;17.188518121725387;19.17225858986322;19.10989085057622;18.55124316254074;17.160042106754894;17.527671145515423;17.585276806962565;20.263457612022684;
48.0;41.52052176596078;41.76503731938311;41.40882731372259;40.423819319706816;39.789948351794514;41.40301906054538;42.085867542445854;40.58916733084619;39.76987212332529;41.19986729632695;
46.1;45.891886899187895;44.38247718299389;44.902324268140525;44.473346349164636;43.73351862627451;44.056463020317096;45.118802683325356;45.29272276022182;44.26761106258349;44.80134384084879;
31.0;27.74041579639101;29.081690902835195;27.352692954308086;27.28056168504604;27.355997287496336;28.943517583578924;26.91453591008958;28.06870774112353;27.672128698650212;28.234248491380743;
23.4;25.47220123771195;25.886411726063546;25.174692852221945;25.413014867785655;25.25665132205389;26.387337592387755;25.454041434809632;25.498490688474664;25.52712089804663;26.508317927204242;
50.5;48.99849519853755;50.39195559535996;50.11306650692878;53.72584506084722;54.59398691669805;50.27768422605438;51.6374834404366;54.82468190615298;50.716576637193256;50.88511963707816;
19.5;17.46664541376605;22.898170392394228;19.207424258877378;22.3599883382985;25.827037733711375;22.926804337661252;18.147313963160336;23.19672551018887;18.012956952855998;20.491583963706354;
46.0;41.186386699570214;39.777443413941526;41.96776403780739;39.37494497850229;40.2054988054735;42.34780022759962;43.04235172124091;41.136811559836026;40.90339044729694;38.802499793266016;
33.3;35.38845858755426;33.23176859979622;34.31472956994754;34.73485643694665;34.15480782216472;33.43272953601043;32.48392653311838;35.82702254460827;33.58404853715488;33.786277923969884;
26.1;28.819080390846956;31.594045622439126;32.282762430171594;30.58233845882874;31.363338356673232;30.874529250978757;33.14717117258153;30.183404438214517;30.81873034460226;30.532765325096378;
23.1;23.79208286348866;22.85239769161687;20.590108459465007;24.721033104495476;23.979355091792996;24.708163730020512;24.348748739957212;23.436889500184915;25.29578801596471;23.916210279447938;
46.2;45.00654486902442;42.11167428544728;42.835611743794026;42.561818833881105;42.22900368139009;43.41666109978591;42.50380970688104;43.97241323532885;43.27801688781488;42.42235248047804;
33.3;33.985371079961936;33.5947469945749;35.29296266983697;34.469122680891246;33.74341563418302;34.220530878569654;34.911364961743715;32.82515957716486;34.25952819507881;33.35043413033279;
36.4;36.77569139474041;36.28557137037349;37.74609340470862;36.2270977084752;34.95764495555292;35.31233947930143;37.826462699372904;35.23890296417728;37.25948563646109;37.448336040097935;
20.7;25.364485518791653;28.946903352119282;30.327734025913852;28.981834134094893;29.10309260876532;27.988467495886248;30.759192041166994;26.647902763284687;26.54088985569484;27.847980416612604;
27.3;29.442181859374266;28.73150395963494;29.298746992330187;29.085724233878036;29.010977688314725;29.83725000470152;29.42048462071417;30.19042138916999;29.78013917380862;29.46329200010781;
16.4;19.127450852030016;23.036335629165833;18.691638273550797;20.487224808321226;21.957005704461935;22.407412277577098;17.473683524856146;20.170620127094292;17.582413534635524;21.12790189521431;
45.6;48.174438686290664;57.50956187485465;49.493645102919274;55.90008058689487;57.46617356394511;51.969176651524734;50.832641868617294;56.816941011063854;52.78850043288154;54.317896550731234;
21.7;22.079638792334784;19.84730491390604;19.57024305117643;22.354619323637895;20.291280183407796;19.020835014871324;21.041883535300887;19.481408336356704;21.816746892070853;22.773148942360688;
33.6;28.604331154914615;29.221455704638995;29.763351149378682;29.947045617040537;28.992415152362817;28.531504896783456;29.347280198899455;28.925366442817996;29.013859683635033;30.201532164825828;
27.2;27.784526104944447;29.027750630318586;30.332863316688055;30.893029258426594;31.245538317348412;28.848978829281112;31.659841946557513;30.876817138415625;30.994106413849817;29.11174951655091;
19.4;25.562836997668164;23.055776547776603;24.56172181158194;25.126226865867658;24.528067376750577;23.49890013320056;25.457667624308502;24.736508889813376;25.69282489692563;25.128355214088316;
26.7;28.589244527984384;26.626390071077456;28.872979561479042;28.567406532326284;27.169766247206603;28.01317197810973;30.506618778162068;27.882665504090816;29.5860863099462;28.583952920547503;
29.4;29.366839821872322;28.663684482810883;29.740079374551105;29.015704971814756;29.171683065969066;29.84865810113898;29.721798511294587;30.120133761916218;29.667024214561415;29.523183708772912;
31.5;28.880165579609088;29.50052858031202;29.195130529789534;28.395875967292007;29.200021889372735;30.56352355267548;29.226238890710132;29.975665376820576;29.55542663896829;29.21206690342312;
40.4;40.136489297998246;40.38684040948805;40.34308383480452;39.03949372871372;37.71264655787717;39.85936753612367;40.69830234273025;37.9105471150881;38.9844130375642;39.44235220659098;
24.2;31.75268834837356;30.07010474047516;32.742549533704114;31.457803835066358;29.134821081068704;30.17037795778754;33.490498305196574;30.122219631531795;31.674359220137116;32.20410277967889;
39.7;36.35082185541422;35.15270109056129;36.544033368857065;35.3638992808721;34.28207908425845;35.70850402463533;36.52175837952445;34.866033122224174;35.214068505438384;35.64986096753134;
30.3;25.76259271321136;25.441037763555297;25.608189335136327;27.695804333883093;27.59069402638987;26.585248070186573;27.77255991983994;28.446327745811757;27.974316799428024;26.752441301341577;
27.5;22.906857618479275;20.077853297442797;22.152867232679213;22.826390904357513;22.61399440711065;21.058613600629265;24.689625220058073;22.094517314736652;24.704820140694117;22.534899671573218;
39.9;30.182223807134534;32.20557957589701;34.102392716007735;30.824700964290084;30.034550697448907;30.359416005641773;34.327624975881356;29.764338450956004;30.704563555648512;32.305264660869774;
32.1;34.53543854425435;35.38325864214581;35.21538656032533;34.30821375406719;33.5158472593367;33.58077990330776;34.22098168187273;34.189592358219166;35.678242298556;35.53209559024968;
46.7;46.03208504207663;46.16264022247684;43.67462679568578;45.358995287644376;44.2602480217024;44.42139414002403;45.34882243235525;44.52141996510507;43.398389021623345;45.97192449107512;
24.2;28.073722991237116;24.902066869148456;28.628907556410404;27.665366674108224;27.75223149408611;27.202271932788687;29.775733323180354;28.717860773512125;28.84427931564527;27.349887177290586;
24.4;31.169466976625216;28.793762183842713;32.280125371065644;31.757823886426237;31.053086108275746;30.67321613564577;33.17034325264835;29.643320640230986;32.63991773276636;29.918579026215145;
34.4;46.39844791835757;46.857220117448975;46.148025665447356;44.47996729787669;44.952052806426906;44.1516821986691;43.58917165781233;46.7663625568588;45.53087710399493;45.63121365654851;
25.9;32.29539543911001;33.87930398370074;32.56207511773887;32.38281427843318;32.033369197919264;33.999725053535386;31.601513151639576;31.222045317807577;30.869437585868255;31.991914184307607;
35.8;32.519196424222926;31.72198110068576;31.775655707246436;31.82512677617396;30.697316097825436;31.84409980059589;30.886605680258388;31.933048243311763;31.85285263089384;32.18429973732306;
35.7;35.279971029638666;35.762890197792004;37.57213517752604;37.06019816724402;37.46957808815583;37.92874296515649;38.410208603189055;37.068761036822224;36.416266679977475;33.61771863083656;
22.4;24.54170903368463;24.608671484863027;23.89208505845128;24.679203948460675;24.332266475996427;25.069272388041902;24.65758685298422;24.305182300673703;24.84053915758698;25.059300981752394;
32.2;33.50751929091323;34.63877236923283;34.28244816449757;34.078200222164625;33.7172251741943;33.07265539328501;33.603063946287406;34.103869790850574;35.329471077581836;34.22125834796677;
18.8;24.54554171655681;25.04792354535377;27.026358603995142;26.411790272883774;26.49532886814608;25.56508321864286;28.786252824696884;27.031474695536108;26.968917944022433;26.62128504739429;
28.6;29.735081429022898;27.145839721817257;28.72347867873391;29.26363092323202;28.146036683281505;28.046895196739033;28.613181035905583;28.912644579428196;28.919024680998714;28.825405396425573;
24.1;24.09756801263289;23.670376624146034;22.79803092646092;25.180337643783826;24.285421144021118;24.85796436986941;25.91776403493329;24.909309865121593;25.67310725168074;25.28915337124951;
46.8;44.51716923839609;43.2447957679468;44.85674324168638;43.01918593938832;41.88698648859784;44.125527199195844;46.2584575734776;42.54164834546778;43.488996801624154;43.12399588497579;
50.0;46.698392477453055;50.63628918709306;48.225045238771735;50.1184343234867;51.80668155609304;49.30208255059328;46.97842466473804;51.07660505155264;48.42647740849164;48.388557576027594;
31.7;31.955536687504413;30.86160572528379;32.21091810642759;33.433964487170535;32.41952491615391;30.760327067228612;31.319855072072468;31.19399910620215;31.521781577601907;30.58799230522978;
43.1;47.69283500450965;45.576640153358056;43.65506390816761;46.47990889411422;46.43406906278812;45.74212063427824;44.49072736401133;47.16770737974151;44.82429064985534;46.38380809878197;
33.9;25.246333341167745;23.749888200915564;23.17720826176538;23.693954538024936;25.193892857448503;23.498394670724196;22.919650740453218;24.491233211411846;25.029296716208847;23.59265197987868;
29.0;34.24740460835937;32.87764797774147;31.30029547723224;33.45858073484315;32.8001365342104;33.823285986203295;29.307295586148793;32.0649985642339;31.291415144314517;31.93358881736053;
40.6;41.615536633630235;41.24568678237805;40.02567849975517;40.03701865529711;39.61841446319119;41.80182416075159;39.45119886193731;40.39008117435028;39.67559884017419;40.54994200418049;
29.3;22.56453106979223;18.67200938713486;21.36051828231221;23.87522404933784;20.28615092532902;17.75001384305066;24.388019560972403;18.021159578807296;23.819029826973672;22.67963241444608;
27.6;31.83122185587824;29.47029951362244;30.78766364356268;31.74671470695623;29.59114812601401;29.795915875521995;30.34526525139771;30.283587851288846;30.861147240405828;31.32247738768899;
36.4;34.05719473411079;33.24339353944501;36.225635702524286;33.08778631006191;32.19827389914101;33.87923559735614;36.86382976420777;33.55050289792372;34.27602887654953;34.217220425470046;
36.8;33.41674461544474;33.61552334619247;35.41870966248647;32.817643679258346;32.77061287645408;34.408757616935496;35.927314544839994;33.678919338379096;34.11521674421364;33.80527465001679;
44.6;39.783519911346936;37.6108406037842;40.72239673419626;40.56520479338498;42.16353155045179;38.94314620004306;41.166591734349474;40.2187313158461;39.63881034943757;37.516855477357446;
25.6;30.619513848910767;31.270728627730715;29.36656314809695;30.432380170223283;30.465946382520166;31.64815732075732;27.388187696161147;30.287472318644923;29.3185967691454;30.53119795566325;
26.1;28.377587768832733;24.96307089369145;28.1421574191563;28.16921024650011;26.281710682510898;25.490094905691304;28.51736377710636;27.463804349044896;27.887312957075345;28.845209042934865;
36.8;38.71225014705671;41.47489871618581;41.85435863738724;41.269724023375005;42.17394428441301;39.53630701303708;40.82022610886203;42.08128060155445;39.11235934256114;40.04322800923496;
34.0;31.35159719844365;33.31296133887038;31.89208180083901;30.660006846304473;32.18937990337873;33.75101405221308;30.61552739537903;32.340305126197045;31.68480805357876;31.56982874693271;
39.7;37.73191274655437;37.00923865680423;35.094916007190555;36.295725666196226;36.51897784071381;38.25800735206999;33.25102693450128;36.88480682875428;35.855577997331665;35.794172353719475;
40.2;36.54249762653999;35.553654471039465;37.07532519452101;35.943436880151246;33.859335179729214;33.90766905283117;36.983964716699376;34.14787621479963;34.347298659639804;36.310141136465035;
31.5;33.677909652427644;31.34805507836068;35.03576276894144;34.16072407319689;31.63704791897287;32.241342214178005;35.280138467143594;31.78729043601574;34.09702630357154;33.48380184453242;
28.4;30.584343674552624;29.841353527611844;31.91427881973627;29.92678030439328;29.26273848750815;29.971209395578544;31.982267242833803;30.424430868128486;30.484088698987833;31.23540525845526;
25.2;27.917960067894317;30.340909575895882;31.95602659143565;31.89058607195277;32.75460834935437;30.645165479182857;32.75632891131406;31.139951549686423;30.781001873466824;29.063161999245942;
35.7;40.403289188036254;44.029852405352;40.75605532063181;40.0696142847289;41.11129045589736;39.665234577093315;38.62457727025781;41.607016208198665;38.76104371831958;41.730983141466396;
25.7;26.732002127901023;30.962614553649015;29.622720700072282;29.746155069668724;31.79490868486391;30.433425141746948;26.39580803776318;29.616919540165952;27.46055441536492;28.428276481800335;
40.7;42.463923837352695;40.178026288597394;41.74895960293182;41.16718612771391;39.710916204564306;39.75045467588432;43.915362363418474;40.20156121251825;39.887131352918566;41.37335892879866;
24.0;27.844487630086665;26.470206168605145;27.944052100961127;27.605233266519264;27.401523341891593;27.22551596500096;28.832726550705058;27.139594009520785;28.64991952831279;27.172365925124865;
31.1;34.319328709563344;31.96639778744283;32.3760649010749;34.38605023037993;33.78616426443128;32.869485346515205;31.006203213198507;33.47499745447752;32.62283405751261;32.01455602891296;
26.5;33.20346472574447;33.98017890691153;35.75163787579108;32.24245406488296;32.88965061069643;34.74326205558764;35.726358616613055;33.14776834364983;34.19470949227377;32.7811068091655;
43.4;36.623884847576484;33.742963657109925;35.92935339500035;36.16682615356552;34.144377258390264;35.2554434494231;36.582456776531984;34.8466429355599;35.66866013536052;35.35270112114247;
30.4;31.149787789777577;31.595725542739387;29.894355855564807;30.518403372959078;30.237796536957333;32.126208627469424;29.246652821182355;30.60398784457744;30.704560891137074;30.796967907067057;
43.8;42.13679469746081;41.800945086030545;40.84370653253043;40.70373333943655;40.63248494014149;43.03633542122248;40.62896942967438;40.211236318732375;40.6310362189037;39.910586399724785;
23.6;27.273399121472146;28.068352940314625;28.196125701542105;25.816733095543114;27.983362006405176;28.800083564718793;28.637248127422787;27.645135632532327;28.45597582328793;26.46172760735549;
17.7;24.306706983876587;27.352170336785665;26.362737888164038;26.840759819184434;27.08947898575808;26.644972509557988;26.445427801411512;25.880419838005402;24.678542684662883;26.55455150581016;
30.4;27.73058511765294;29.159466547469524;29.125016186180375;29.385953785596275;28.97205632395342;28.642224957915786;28.883289002051452;27.647157841262743;28.629209030274485;29.858471622681822;
15.9;24.775602227819434;26.438316647564154;23.794215319389263;24.598156068902295;25.13491173837558;26.458028047445342;23.104302057011957;23.967823755387162;23.69091261465267;24.86018815437318;
35.9;42.49440857440024;51.66416361122357;47.01618136794089;49.71349050864408;51.12810480782854;46.944122642870084;44.06192763265701;49.77211007825794;46.853929269030964;47.70361750585935;
18.5;24.352684771454793;23.70817739731006;23.847511200777834;25.611161796056205;23.969499293438076;24.013209237435937;25.876767533148826;24.46509224405092;25.2955086397132;25.9804140671913;
30.0;29.62401654447106;31.302413997057624;31.300540004102437;30.980312524190744;30.718355017448868;31.08777266478944;30.182982646567382;29.38592517939866;29.18341399560663;30.425141042273587;
32.2;33.67043429262215;33.0782872071093;34.92363915369253;33.56210627158459;32.38402703473417;33.91408096904804;35.68257939574891;33.20981373595907;33.58534790099684;33.81592877674151;
33.3;32.10345787005196;31.802130230457564;31.997744884588016;33.02154299820147;33.21946181269545;32.88983993924429;31.199054708718627;33.43374028151853;32.888271614630675;31.875578386544827;
32.5;37.951208334060965;38.38080130042977;37.43161871708638;36.891224971446846;38.56077694071588;38.902934638606254;36.41761553055064;39.03305099441502;36.63721529565651;36.83342531070579;
39.9;31.91077783744134;32.39041027747329;34.481976135979835;32.731873555319964;31.87621141098431;32.88119196236489;35.740593411375784;32.27069208169979;32.841064315248246;32.52928544200692;
40.9;37.23441553604092;36.699328302709134;36.985717428164016;36.12475117705221;36.06796271022692;36.541422955341346;36.180364690342756;37.36212891503096;37.61908431697968;36.324358343376595;
39.1;30.537113448739596;28.892699743111557;30.754752554949683;30.386483220779652;28.985876406827504;29.56435780668404;31.259335452447797;30.147817239438695;30.616782395960072;30.834806343880665;
38.8;29.75594247436721;31.474298410103934;35.15185543408414;36.55760003639145;34.267754973694;29.001292504436705;33.92630859584575;30.838552964244215;32.27698486497629;30.544266357877692;
41.4;35.339786152553486;34.72699569462239;35.00849989434733;34.18612828656765;33.91162344612453;35.10079092152118;33.96822280785824;34.83985042470606;34.10762070159791;34.59982245681986;
23.6;33.341598612018835;33.38723632784337;32.70945539037769;32.40030018432752;32.031077973312506;33.40806735242775;31.551664319672554;33.16483300050805;32.87931421934987;33.20018692368791;
23.3;32.00678014449492;26.599302069792657;32.77011655851161;31.26874368557452;28.95506128892946;25.860860222197225;33.599599310486326;29.4891168227087;30.01915824640358;30.874730242665215;
33.7;30.959506519161764;31.104658756546343;32.35555679233235;31.29805269220681;30.474254560181706;31.074288190350916;32.98393272876848;31.110248688779897;31.975139855240847;32.04744229971631;
41.5;35.318426366557006;35.16273550077899;35.77661357455585;33.98242096977545;34.74465777737284;36.68768829737988;35.7280150952892;34.244269678562496;34.85463428588497;33.47217568427844;
42.2;44.24540078172785;43.887528751919625;44.32670073960787;43.50503088301356;41.690605991247836;42.49300440458766;46.69187801646266;42.25975469191442;43.97431390443207;43.465654226347084;
26.1;27.32523387794953;25.103509188316;27.53585173666393;27.64765841419102;25.436163203695326;25.375506606801668;28.832400422808092;25.216762844329722;27.74664750170645;27.312832226069556;
37.0;36.008981171780405;34.139377939408305;36.4955410819245;34.60916894318024;33.78175349183419;35.102149411278106;36.62791998217031;35.548850024646775;35.787658542661454;35.27140246012335;
27.1;34.469231688537114;33.354518903205474;34.8536808414659;33.4301852216617;32.45565086077579;33.0055452137149;34.070145615814106;33.925963223234554;33.14350927445706;34.171149222313005;
35.6;32.06121231272356;30.336146522983032;32.60236931124464;31.696653317871608;29.940604303593926;30.71370267541049;33.308779902125586;31.51276249578377;32.44104544363909;32.441680909824605;
41.7;38.76776180836975;37.4467393705921;38.12452319184632;37.93885732180671;38.028846766468035;38.30640282285458;37.32366549125633;38.979265855673326;37.26332127245372;37.61277097561302;
43.1;38.639618965415465;37.410655070694425;39.66209864358648;36.85225465212718;36.31824612742214;38.00132972181441;39.83431890618036;38.25485619696778;38.380922388606955;38.15006620272389;
31.3;26.51089143642311;25.15430102187613;27.56289863012859;29.539216074801633;26.6917452522619;23.4211654114089;28.083224356661013;22.74164290727624;27.448094559981094;25.693543521360027;
33.4;36.12065350655843;35.47846042015903;34.905760062805044;35.27084227955931;35.91066795813654;36.40945219263612;33.345484209085264;36.28127798192529;34.76177127235918;34.37789518782461;
23.7;28.605574752536768;31.125251058428425;31.48608216462441;30.312884776797254;29.777179897527034;30.025872131790937;31.870703176853453;28.88125112278962;29.215601536512995;30.472855090240184;
43.4;35.62661510000004;35.15455530433696;34.80547569219675;34.60686914355496;34.63179862056205;36.25938980130476;33.814460680434884;34.82722696415286;34.283787013079156;34.011783197115115;
42.7;38.657356988834096;37.92996979669675;39.39668347628413;38.01226330385386;36.30082542531107;38.15221735994468;39.05778330380812;36.79132285870327;38.131041875361525;38.401570761742875;
21.1;29.835044015973203;32.58138924345004;31.69928754859111;32.11641593137903;31.992821683380246;30.677481342276376;30.508010911844377;30.88821529085133;30.953449439450168;31.590370679362795;
40.5;37.57825861143846;37.36985771217106;36.45083052634876;36.589978936777264;36.33539508366084;37.877334763780496;35.37877649465994;37.07060750640676;37.22030994316971;36.366974469966515;
23.4;26.89489860654942;26.24375241047542;25.226691533906042;26.314605310332425;26.151844252164942;26.561796638571966;24.854376750125535;25.770501712538522;26.072060602860837;26.18473660212678;
38.4;36.350672223729475;35.47276631400483;34.44151963801591;35.17389108339775;34.74707206485351;36.46826470753141;33.06275627079077;35.3559144813918;34.911329482935635;34.89995759863962;
30.6;35.63440463892756;36.934644630281916;36.03830304083875;35.51064908888061;35.268544585802076;36.25859688172175;34.40342366780666;33.97454269803359;35.24747800014412;35.94094454288613;
27.2;26.270244349355494;24.95703071224859;24.39983024160593;26.731352048102373;25.805109744605872;26.61412199382676;26.635839044139797;26.402639916373616;27.193210795333865;26.495365736811635;
27.5;30.918724321871302;28.6453330391846;31.402889590623783;30.89903967760079;29.16480064353867;28.010389225667037;31.392659608812934;28.843232181907016;29.96207837310932;30.180895553972327;
30.9;34.9190758160868;35.62954501783817;36.138943488392684;33.85456095314626;33.53582668151744;35.39828704370469;35.77945800643428;34.33791825892306;34.97542967042679;35.08185640156392;
